,ghostUp,ghostDown,ghostLeft,ghostRight,wallUp,wallDown,wallLeft,wallRight,foodUp,foodDown,foodLeft,foodRight,emptyUp,emptyDown,emptyLeft,emptyRight,nearestFood,nearestGhost,nearestCapsule,legalPositionUp,legalPositionDown,legalPositionULeft,legalPositionRight,pacmanPositionX,pacmanPositionY,lastAction,labelNextAction 
1542,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.25,0.05555555555555555,0.05263157894736842,True,False,True,True,0.75,0.14285714285714285,None,2
1543,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.3333333333333333,0.058823529411764705,0.058823529411764705,False,False,True,True,0.7,0.14285714285714285,None,2
1544,False,False,False,False,False,True,False,False,True,False,False,False,1,1,1,1,1.0,0.06666666666666667,0.06666666666666667,True,False,True,True,0.65,0.14285714285714285,None,0
1545,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,0.058823529411764705,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,0
1546,False,False,False,False,False,False,False,True,False,False,True,False,1,1,1,1,0.5,0.07142857142857142,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,2
1547,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.07142857142857142,False,False,True,True,0.6,0.42857142857142855,None,2
1548,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.08333333333333333,0.08333333333333333,False,False,True,True,0.55,0.42857142857142855,None,2
1549,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.09090909090909091,0.09090909090909091,True,False,True,True,0.5,0.42857142857142855,None,2
1550,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.1111111111111111,0.1,True,False,True,True,0.45,0.42857142857142855,None,2
1551,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.125,0.1111111111111111,False,False,True,True,0.4,0.42857142857142855,None,2
1552,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.16666666666666666,0.125,False,False,True,True,0.35,0.42857142857142855,None,2
1553,False,False,False,False,False,False,True,False,True,True,False,False,1,1,1,1,1.0,0.25,0.16666666666666666,True,True,False,True,0.3,0.42857142857142855,None,1
1554,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.5,0.14285714285714285,True,True,False,False,0.3,0.2857142857142857,None,1
1555,False,False,False,False,False,True,False,False,False,False,True,True,1,1,1,1,1.0,0.25,0.16666666666666666,True,False,True,True,0.3,0.14285714285714285,None,2
1556,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.5,0.16666666666666666,False,False,True,True,0.25,0.14285714285714285,None,2
1557,False,False,False,False,False,True,False,False,True,False,True,False,1,1,1,1,1.0,0.125,0.25,True,False,True,True,0.2,0.14285714285714285,None,0
1558,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,0.09090909090909091,0.3333333333333333,True,True,False,False,0.2,0.2857142857142857,None,0
1559,False,False,False,False,False,False,False,True,True,False,False,False,1,1,1,1,1.0,0.1,0.5,True,True,True,False,0.2,0.42857142857142855,None,0
1560,False,False,False,False,False,False,True,False,True,False,False,True,1,1,1,1,1.0,0.125,0.3333333333333333,True,True,False,True,0.2,0.5714285714285714,None,3
1561,False,False,False,False,False,True,False,False,True,False,False,True,1,1,1,1,1.0,0.2,0.2,True,False,True,True,0.25,0.5714285714285714,None,0
1562,False,False,False,False,True,False,False,False,False,False,True,True,1,1,1,1,1.0,0.2,0.2,False,True,True,True,0.25,0.7142857142857143,None,3
1563,False,False,False,False,True,False,False,True,False,True,False,False,1,1,1,1,1.0,0.5,0.16666666666666666,False,True,True,False,0.3,0.7142857142857143,None,2
1564,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,1,0.5,0.25,0.2,False,True,True,True,0.25,0.7142857142857143,None,2
1565,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,1,0.5,0.14285714285714285,0.3333333333333333,False,True,True,True,0.2,0.7142857142857143,None,2
1566,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.1111111111111111,0.2,False,False,True,True,0.15,0.7142857142857143,None,2
1567,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.08333333333333333,0.14285714285714285,False,False,True,True,0.1,0.7142857142857143,None,2
1568,False,False,False,False,True,False,True,False,False,True,False,False,1,1,1,1,1.0,0.06666666666666667,0.1,False,True,False,True,0.05,0.7142857142857143,None,1
1569,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.07142857142857142,0.09090909090909091,True,True,False,False,0.05,0.5714285714285714,None,1
1570,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.08333333333333333,0.07692307692307693,True,True,False,False,0.05,0.42857142857142855,None,1
1571,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.1,0.08333333333333333,True,True,False,False,0.05,0.2857142857142857,None,1
1572,False,False,False,False,False,True,True,False,False,False,False,True,1,1,1,1,0.5,0.16666666666666666,0.1,True,False,False,True,0.05,0.14285714285714285,None,3
1573,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.25,0.14285714285714285,False,False,True,True,0.1,0.14285714285714285,None,3
1574,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.25,0.2,False,False,True,True,0.15,0.14285714285714285,None,2
1575,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.14285714285714285,0.14285714285714285,False,False,True,True,0.1,0.14285714285714285,None,3
1576,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.16666666666666666,0.2,False,False,True,True,0.15,0.14285714285714285,None,2
1577,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.1111111111111111,0.14285714285714285,False,False,True,True,0.1,0.14285714285714285,None,2
1578,False,False,False,False,False,True,True,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.125,0.1,True,False,False,True,0.05,0.14285714285714285,None,0
1579,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.08333333333333333,0.2,0.08333333333333333,True,True,False,False,0.05,0.2857142857142857,None,0
1580,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.07692307692307693,1.0,0.07692307692307693,True,True,False,False,0.05,0.42857142857142855,None,1
1581,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.08333333333333333,1.0,0.08333333333333333,True,True,False,False,0.05,0.2857142857142857,None,1
1582,False,False,False,False,False,True,True,False,False,False,False,False,1,1,1,1,0.09090909090909091,1.0,0.1,True,False,False,True,0.05,0.14285714285714285,None,3
1583,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.5,0.14285714285714285,False,False,True,True,0.1,0.14285714285714285,None,3
1584,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.5,0.2,False,False,True,True,0.15,0.14285714285714285,None,3
1585,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.25,0.5,0.25,True,False,True,True,0.2,0.14285714285714285,None,0
1586,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.2,0.5,0.3333333333333333,True,True,False,False,0.2,0.2857142857142857,None,0
1587,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,1.0,0.5,True,True,True,False,0.2,0.42857142857142855,None,2
1588,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1589,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.16666666666666666,0,True,True,True,False,0.2,0.42857142857142855,None,2
1590,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1591,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.2,0,True,True,True,False,0.2,0.42857142857142855,None,2
1592,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1593,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.16666666666666666,0,True,True,True,False,0.2,0.42857142857142855,None,2
1594,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1595,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.2,0,True,True,True,False,0.2,0.42857142857142855,None,2
1596,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1597,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.16666666666666666,0,True,True,True,False,0.2,0.42857142857142855,None,2
1598,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0,False,False,False,True,0.15,0.42857142857142855,None,3
1599,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.14285714285714285,0,True,True,True,False,0.2,0.42857142857142855,None,1
1600,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.2,0.125,0,True,True,False,False,0.2,0.2857142857142857,None,1
1601,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.25,0.125,0,True,False,True,True,0.2,0.14285714285714285,None,3
1602,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.3333333333333333,0.14285714285714285,0,False,False,True,True,0.25,0.14285714285714285,None,3
1603,False,False,False,False,False,True,False,False,False,False,False,True,1,1,1,1,1.0,0.14285714285714285,0,True,False,True,True,0.3,0.14285714285714285,None,3
1604,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1,0,False,False,True,True,0.35,0.14285714285714285,None,3
1605,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.08333333333333333,0,False,False,True,True,0.4,0.14285714285714285,None,2
1606,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.09090909090909091,0,False,False,True,True,0.35,0.14285714285714285,None,3
1607,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.1,0,False,False,True,True,0.4,0.14285714285714285,None,2
1608,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.09090909090909091,0,False,False,True,True,0.35,0.14285714285714285,None,3
1609,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.1,0,False,False,True,True,0.4,0.14285714285714285,None,3
1610,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.125,0,False,False,True,True,0.45,0.14285714285714285,None,3
1611,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.16666666666666666,0,False,False,True,True,0.5,0.14285714285714285,None,3
1612,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.3333333333333333,0,False,False,True,True,0.55,0.14285714285714285,None,3
1613,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,1.0,0,False,False,True,True,0.6,0.14285714285714285,None,3
1614,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.25,0,True,False,True,True,0.65,0.14285714285714285,None,3
1615,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.07142857142857142,1.0,0,False,False,True,True,0.7,0.14285714285714285,None,2
1616,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,1.0,0,True,False,True,True,0.65,0.14285714285714285,None,0
1617,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.5,0,True,True,False,False,0.65,0.2857142857142857,None,0
1618,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.1,0.25,0,True,True,True,False,0.65,0.42857142857142855,None,2
1619,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.25,0,False,False,True,True,0.6,0.42857142857142855,None,2
1620,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.25,0,False,False,True,True,0.55,0.42857142857142855,None,2
1621,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.3333333333333333,0,True,False,True,True,0.5,0.42857142857142855,None,0
1622,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.125,1.0,0,True,True,True,False,0.5,0.5714285714285714,None,2
1623,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.5,0,True,True,False,True,0.45,0.5714285714285714,None,1
1624,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.2,1.0,0,True,False,True,True,0.45,0.42857142857142855,None,0
1625,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.25,0,True,True,False,True,0.45,0.5714285714285714,None,3
1626,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.125,0.25,0,True,True,True,False,0.5,0.5714285714285714,None,2
1627,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.14285714285714285,0,True,True,False,True,0.45,0.5714285714285714,None,3
1628,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.125,0.16666666666666666,0,True,True,True,False,0.5,0.5714285714285714,None,1
1629,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.16666666666666666,0,True,False,True,True,0.5,0.42857142857142855,None,0
1630,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.125,0.1111111111111111,0,True,True,True,False,0.5,0.5714285714285714,None,2
1631,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.1111111111111111,0,True,True,False,True,0.45,0.5714285714285714,None,1
1632,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.2,0.125,0,True,False,True,True,0.45,0.42857142857142855,None,2
1633,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.25,0.1,0,False,False,True,True,0.4,0.42857142857142855,None,2
1634,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.3333333333333333,0.1111111111111111,0,False,False,True,True,0.35,0.42857142857142855,None,2
1635,False,False,False,False,False,False,True,False,True,False,False,False,1,1,1,1,1.0,0.16666666666666666,0,True,True,False,True,0.3,0.42857142857142855,None,0
4849,False,False,False,False,True,True,False,False,False,False,True,True,1,1,1,1,1.0,0.06666666666666667,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
4850,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.07692307692307693,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,3
4851,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.09090909090909091,0.1,False,False,True,True,0.55,0.14285714285714285,None,3
4852,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1111111111111111,0.125,False,False,True,True,0.6,0.14285714285714285,None,3
4853,False,False,False,False,False,True,False,False,True,False,False,True,1,1,1,1,1.0,0.16666666666666666,0.16666666666666666,True,False,True,True,0.65,0.14285714285714285,None,0
4854,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,0.25,0.14285714285714285,True,True,False,False,0.65,0.2857142857142857,None,0
4855,False,False,False,False,False,False,False,True,True,False,True,False,1,1,1,1,1.0,0.5,0.16666666666666666,True,True,True,False,0.65,0.42857142857142855,None,0
4856,False,False,False,False,False,False,True,False,True,False,False,True,1,1,1,1,1.0,1.0,0.16666666666666666,True,True,False,True,0.65,0.5714285714285714,None,0
4857,False,False,False,False,True,False,True,False,False,False,False,True,1,1,1,1,0.5,1.0,0.16666666666666666,False,True,False,True,0.65,0.7142857142857143,None,3
4858,False,False,False,False,True,False,False,False,False,True,False,True,1,1,1,1,1.0,0.5,0.25,False,True,True,True,0.7,0.7142857142857143,None,1
4859,False,False,False,False,False,True,False,False,False,False,False,True,1,1,1,1,1.0,1.0,0.25,True,False,True,True,0.7,0.5714285714285714,None,3
4860,False,False,False,False,False,False,False,True,True,True,False,False,1,1,1,1,1.0,0.5,0.3333333333333333,True,True,True,False,0.75,0.5714285714285714,None,0
4861,False,False,False,False,True,False,False,False,False,False,False,True,1,1,1,1,1.0,1.0,0.3333333333333333,False,True,True,True,0.75,0.7142857142857143,None,3
4862,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.5,0.16666666666666666,False,False,True,True,0.8,0.7142857142857143,None,3
4863,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.16666666666666666,0.125,False,False,True,True,0.85,0.7142857142857143,None,3
4864,False,False,False,False,True,False,False,True,False,True,False,False,1,1,1,1,1.0,0.1111111111111111,0.1,False,True,True,False,0.9,0.7142857142857143,None,1
4865,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.09090909090909091,0.09090909090909091,True,True,False,False,0.9,0.5714285714285714,None,1
4866,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.08333333333333333,0.07692307692307693,True,True,False,False,0.9,0.42857142857142855,None,1
4867,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.08333333333333333,0.08333333333333333,True,True,False,False,0.9,0.2857142857142857,None,1
4868,False,False,False,False,False,True,False,True,False,False,True,False,1,1,1,1,0.5,0.09090909090909091,0.1,True,False,True,False,0.9,0.14285714285714285,None,2
4869,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.125,0.125,False,False,True,True,0.85,0.14285714285714285,None,2
4870,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.2,0.16666666666666666,False,False,True,True,0.8,0.14285714285714285,None,2
4871,False,False,False,False,False,True,False,False,True,False,True,False,1,1,1,1,1.0,0.25,0.25,True,False,True,True,0.75,0.14285714285714285,None,0
4872,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,1.0,0.3333333333333333,True,True,False,False,0.75,0.2857142857142857,None,1
4873,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.3333333333333333,0.25,True,False,True,True,0.75,0.14285714285714285,None,2
4874,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.25,0.2,0.2,False,False,True,True,0.7,0.14285714285714285,None,2
4875,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.25,0.25,0.16666666666666666,True,False,True,True,0.65,0.14285714285714285,None,0
4876,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.3333333333333333,0.25,0.14285714285714285,True,True,False,False,0.65,0.2857142857142857,None,0
4877,False,False,False,False,False,False,False,True,False,False,True,False,1,1,1,1,0.5,1.0,0.16666666666666666,True,True,True,False,0.65,0.42857142857142855,None,2
4878,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.3333333333333333,0.14285714285714285,False,False,True,True,0.6,0.42857142857142855,None,2
4879,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.16666666666666666,0.1111111111111111,False,False,True,True,0.55,0.42857142857142855,None,2
4880,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.125,0.1,True,False,True,True,0.5,0.42857142857142855,None,2
4881,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.1,0.1,True,False,True,True,0.45,0.42857142857142855,None,2
4882,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.08333333333333333,0.1111111111111111,False,False,True,True,0.4,0.42857142857142855,None,2
4883,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.06666666666666667,0.125,False,False,True,True,0.35,0.42857142857142855,None,2
4884,False,False,False,False,False,False,True,False,True,True,False,False,1,1,1,1,1.0,0.058823529411764705,0.16666666666666666,True,True,False,True,0.3,0.42857142857142855,None,1
4885,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.06666666666666667,0.14285714285714285,True,True,False,False,0.3,0.2857142857142857,None,1
4886,False,False,False,False,False,True,False,False,False,False,True,True,1,1,1,1,1.0,0.07692307692307693,0.16666666666666666,True,False,True,True,0.3,0.14285714285714285,None,2
4887,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.16666666666666666,False,False,True,True,0.25,0.14285714285714285,None,2
4888,False,False,False,False,False,True,False,False,True,False,True,False,1,1,1,1,1.0,0.06666666666666667,0.25,True,False,True,True,0.2,0.14285714285714285,None,0
4889,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,0.058823529411764705,0.3333333333333333,True,True,False,False,0.2,0.2857142857142857,None,0
4890,False,False,False,False,False,False,False,True,True,False,False,False,1,1,1,1,1.0,0.058823529411764705,0.5,True,True,True,False,0.2,0.42857142857142855,None,0
4891,False,False,False,False,False,False,True,False,True,False,False,True,1,1,1,1,1.0,0.05555555555555555,0.3333333333333333,True,True,False,True,0.2,0.5714285714285714,None,3
4892,False,False,False,False,False,True,False,False,True,False,False,True,1,1,1,1,1.0,0.06666666666666667,0.2,True,False,True,True,0.25,0.5714285714285714,None,0
4893,False,False,False,False,True,False,False,False,False,False,True,True,1,1,1,1,1.0,0.07692307692307693,0.2,False,True,True,True,0.25,0.7142857142857143,None,3
4894,False,False,False,False,True,False,False,True,False,True,False,False,1,1,1,1,1.0,0.08333333333333333,0.16666666666666666,False,True,True,False,0.3,0.7142857142857143,None,1
4895,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.3333333333333333,0.1,0.16666666666666666,True,True,True,False,0.3,0.5714285714285714,None,0
4896,False,False,False,False,True,False,False,True,False,False,False,False,1,1,1,1,0.3333333333333333,0.07692307692307693,0.16666666666666666,False,True,True,False,0.3,0.7142857142857143,None,2
4897,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.2,False,True,True,True,0.25,0.7142857142857143,None,2
4898,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.3333333333333333,False,True,True,True,0.2,0.7142857142857143,None,2
4899,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.2,False,False,True,True,0.15,0.7142857142857143,None,2
4900,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.07142857142857142,0.14285714285714285,False,False,True,True,0.1,0.7142857142857143,None,2
4901,False,False,False,False,True,False,True,False,False,True,False,False,1,1,1,1,1.0,0.0625,0.1,False,True,False,True,0.05,0.7142857142857143,None,1
4902,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.0625,0.09090909090909091,True,True,False,False,0.05,0.5714285714285714,None,1
4903,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.07142857142857142,0.07692307692307693,True,True,False,False,0.05,0.42857142857142855,None,1
4904,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.09090909090909091,0.08333333333333333,True,True,False,False,0.05,0.2857142857142857,None,1
4905,False,False,False,False,False,True,True,False,False,False,False,True,1,1,1,1,0.5,0.125,0.1,True,False,False,True,0.05,0.14285714285714285,None,3
4906,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.3333333333333333,0.14285714285714285,False,False,True,True,0.1,0.14285714285714285,None,2
4907,False,False,False,False,False,True,True,False,False,False,False,False,1,1,1,1,0.25,0.25,0.1,True,False,False,True,0.05,0.14285714285714285,None,0
4908,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.16666666666666666,0.25,0.08333333333333333,True,True,False,False,0.05,0.2857142857142857,None,0
4909,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.125,0.25,0.07692307692307693,True,True,False,False,0.05,0.42857142857142855,None,0
4910,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.1111111111111111,0.25,0.09090909090909091,True,True,False,False,0.05,0.5714285714285714,None,0
4911,False,False,False,False,True,False,True,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.3333333333333333,0.1,False,True,False,True,0.05,0.7142857142857143,None,3
4912,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.25,0.14285714285714285,False,False,True,True,0.1,0.7142857142857143,None,3
4913,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.3333333333333333,0.2,False,False,True,True,0.15,0.7142857142857143,None,3
4914,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.3333333333333333,0.3333333333333333,False,True,True,True,0.2,0.7142857142857143,None,1
4915,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.2,0.5,0.3333333333333333,True,True,False,True,0.2,0.5714285714285714,None,3
4916,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.5,0.2,True,False,True,True,0.25,0.5714285714285714,None,3
4917,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.2,0.5,0.16666666666666666,True,True,True,False,0.3,0.5714285714285714,None,1
4918,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.25,0.5,0.16666666666666666,True,True,False,True,0.3,0.42857142857142855,None,1
4919,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.3333333333333333,0.5,0.14285714285714285,True,True,False,False,0.3,0.2857142857142857,None,1
4920,False,False,False,False,False,True,False,False,False,False,False,True,1,1,1,1,1.0,0.25,0.16666666666666666,True,False,True,True,0.3,0.14285714285714285,None,3
4921,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.125,0.1111111111111111,False,False,True,True,0.35,0.14285714285714285,None,3
4922,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.09090909090909091,0.09090909090909091,False,False,True,True,0.4,0.14285714285714285,None,3
4923,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.08333333333333333,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
4924,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.08333333333333333,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,2
4925,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.08333333333333333,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
4926,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.08333333333333333,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,2
4927,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
4928,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,2
4929,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.09090909090909091,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
4930,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.125,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,2
4931,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.125,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,2
4932,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.125,0.09090909090909091,False,False,True,True,0.4,0.14285714285714285,None,2
